"Program Points","Invariant","F:\Regression2\Daikon\3.1\ClassUtilsTest.txt","F:\Regression2\Daikon\3.1\ContextedExceptionTest.txt","F:\Regression2\Daikon\3.1\ContextedRuntimeExceptionTest.txt"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1055","return.toString one of { """", ""org.apache.commons.lang3"" }","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1055","valueIfNull.toString != return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1053","return == orig(valueIfNull)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1053","return has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1053","orig(object) == null","1","0","0"
"org.apache.commons.lang3.ClassUtils.getPackageCanonicalName(java.lang.Object, java.lang.String):::EXIT1053","valueIfNull.toString == return.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_0_9.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_1.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_2.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_3.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_4.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_5.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_6.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_7.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.SystemUtils.getOSMatchesName(java.lang.String):::ENTER","org.apache.commons.lang3.JavaVersion.JAVA_1_8.name.toString < osNamePrefix.toString","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","array2[] elements has only one value","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","return == false","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","orig(size(array1[])) one of { 1, 2 }","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","orig(size(array2[])) one of { 1, 2 }","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","org.apache.commons.lang3.ArrayUtils.INDEX_NOT_FOUND < size(array1[])-1","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","org.apache.commons.lang3.ArrayUtils.INDEX_NOT_FOUND < size(array2[])-1","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","size(org.apache.commons.lang3.ArrayUtils.EMPTY_OBJECT_ARRAY[]) <= size(array1[])-1","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","size(org.apache.commons.lang3.ArrayUtils.EMPTY_OBJECT_ARRAY[]) <= size(array2[])-1","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","size(array1[])-1 != size(array2[])-1","1","0","0"
"org.apache.commons.lang3.ArrayUtils.isSameLength(java.lang.Object[], java.lang.Object[]):::EXIT1198","orig(size(array1[])) != orig(size(array2[]))","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.abbreviationMap == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString < return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString < orig(className.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString < return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString < orig(className.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getCanonicalName(java.lang.String):::EXIT","return.toString >= orig(className.toString)","1","0","0"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE_2 == orig(org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE_2)","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE == orig(org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE)","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.fName == orig(this.fName)","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.exceptionContext has only one value","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.fName has only one value","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.fName.toString == ""testContextedExceptionThrowable""","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE_2.toString == orig(org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE_2.toString)","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE.toString == orig(org.apache.commons.lang3.exception.AbstractExceptionContextTest.TEST_MESSAGE.toString)","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.exceptionContext.getClass().getName() == orig(this.exceptionContext.getClass().getName())","0","0","1"
"org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.testContextedExceptionThrowable():::EXIT","this.fName.toString == orig(this.fName.toString)","0","0","1"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.Object, java.lang.Object):::ENTER","expected.getClass().getName() == actual.getClass().getName()","1","0","0"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.Object, java.lang.Object):::ENTER","message == null","0","1","1"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.Object, java.lang.Object):::ENTER","expected != null","0","1","1"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.Object, java.lang.Object):::ENTER","actual != null","0","1","1"
"junit.framework.Assert.assertSame(java.lang.Object, java.lang.Object):::ENTER","expected == actual","1","0","0"
"junit.framework.Assert.assertSame(java.lang.Object, java.lang.Object):::ENTER","expected has only one value","1","0","0"
"junit.framework.Assert.assertSame(java.lang.Object, java.lang.Object):::ENTER","expected.getClass().getName() == java.lang.Class[].class","1","0","0"
"junit.framework.Assert.assertSame(java.lang.Object, java.lang.Object):::ENTER","expected.getClass().getName() == actual.getClass().getName()","1","0","0"
"junit.framework.Assert.assertNotNull(java.lang.String, java.lang.Object):::ENTER","message.toString == ""TestCase.fName cannot be null""","1","1","1"
"junit.framework.Assert.assertNotNull(java.lang.String, java.lang.Object):::ENTER","object != null","1","1","1"
"junit.framework.Assert.assertNotNull(java.lang.String, java.lang.Object):::ENTER","message has only one value","0","1","1"
"junit.framework.Assert.assertNotNull(java.lang.String, java.lang.Object):::ENTER","message != null","0","1","1"
"junit.framework.Assert.assertNotNull(java.lang.String, java.lang.Object):::ENTER","object.getClass().getName() == java.lang.String.class","0","1","1"
"org.apache.commons.lang3.ClassUtilsTest.testWrappersToPrimitivesNull():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testWrappersToPrimitivesNull():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.testWrappersToPrimitivesNull():::ENTER","this.fName.toString == ""testWrappersToPrimitivesNull""","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.assertGetClassThrowsException(java.lang.String, java.lang.Class):::EXIT","this.fName == orig(this.fName)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.assertGetClassThrowsException(java.lang.String, java.lang.Class):::EXIT","this.fName.toString one of { ""testGetClassClassNotFound"", ""testGetClassInvalidArguments"" }","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.assertGetClassThrowsException(java.lang.String, java.lang.Class):::EXIT","this.fName.toString > className.toString","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.assertGetClassThrowsException(java.lang.String, java.lang.Class):::EXIT","this.fName.toString == orig(this.fName.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.assertGetClassThrowsException(java.lang.String, java.lang.Class):::EXIT","className.toString == orig(className.toString)","1","0","0"
"junit.framework.TestSuite.TestSuite(java.lang.Class):::ENTER","theClass has only one value","1","1","1"
"org.apache.commons.lang3.ClassUtilsTest.test_isInnerClass_Class():::ENTER","this has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_isInnerClass_Class():::ENTER","this.fName has only one value","1","0","0"
"org.apache.commons.lang3.ClassUtilsTest.test_isInnerClass_Class():::ENTER","this.fName.toString == ""test_isInnerClass_Class""","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.abbreviationMap == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString != return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString != orig(className.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString != return.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString != orig(className.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getShortClassName(java.lang.String):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap.getClass().getName())","1","0","0"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.String, java.lang.String):::EXIT80","orig(expected) != null","1","0","0"
"junit.framework.Assert.assertEquals(java.lang.String, java.lang.String, java.lang.String):::EXIT80","orig(actual) != null","1","0","0"
"org.apache.commons.lang3.daikon.ContextedExceptionTest.main(java.lang.String[]):::ENTER","arg has only one value","0","1","0"
"org.apache.commons.lang3.daikon.ContextedExceptionTest.main(java.lang.String[]):::ENTER","arg.getClass().getName() == java.lang.String[].class","0","1","0"
"org.apache.commons.lang3.daikon.ContextedExceptionTest.main(java.lang.String[]):::ENTER","arg[] == []","0","1","0"
"org.apache.commons.lang3.daikon.ContextedExceptionTest.main(java.lang.String[]):::ENTER","arg[].toString == []","0","1","0"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures[] == junit.framework.TestResult.this.fErrors[]","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","size(junit.framework.TestResult.this.fFailures[]) == size(junit.framework.TestResult.this.fListeners[])-1","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this has only one value","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures has only one value","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures[] == []","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures[].getClass().getName() == []","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures.getClass().getName() == java.util.ArrayList.class","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fErrors has only one value","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fErrors != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners has only one value","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners[] contains no nulls and has only one value, of length 1","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners[] elements has only one value","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners[] elements != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners[].getClass().getName() == [junit.textui.ResultPrinter]","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fListeners[].getClass().getName() elements == junit.textui.ResultPrinter.class","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fStop == false","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","$hidden$2 != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","$hidden$2.getClass().getName() == org.apache.commons.lang3.ClassUtilsTest.class","1","0","0"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","$hidden$2.fName != null","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","size(junit.framework.TestResult.this.fListeners[]) == 1","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures.getClass().getName() == junit.framework.TestResult.this.fErrors.getClass().getName()","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures.getClass().getName() == junit.framework.TestResult.this.fListeners.getClass().getName()","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fFailures.getClass().getName() != $hidden$2.getClass().getName()","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","junit.framework.TestResult.this.fRunTests >= size(junit.framework.TestResult.this.fListeners[])","1","1","1"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","$hidden$2.getClass().getName() == org.apache.commons.lang3.exception.ContextedExceptionTest.class","0","1","0"
"junit.framework.TestResult$1.(junit.framework.TestResult, junit.framework.TestCase):::ENTER","$hidden$2.getClass().getName() == org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest.class","0","0","1"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.abbreviationMap == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString != className.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.PACKAGE_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString != className.toString","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString == orig(org.apache.commons.lang3.ClassUtils.INNER_CLASS_SEPARATOR.toString)","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.wrapperPrimitiveMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.abbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() == orig(org.apache.commons.lang3.ClassUtils.reverseAbbreviationMap.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","org.apache.commons.lang3.ClassUtils.primitiveWrapperMap.getClass().getName() != orig(classLoader.getClass().getName())","1","0","0"
"org.apache.commons.lang3.ClassUtils.getClass(java.lang.ClassLoader, java.lang.String, boolean):::EXIT","className.toString == orig(className.toString)","1","0","0"
"junit.framework.TestCase.runTest():::ENTER","this.fName != null","0","1","1"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","this.exceptionContext == orig(this.exceptionContext)","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","this.exceptionContext has only one value","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","label.toString one of { ""test1"", ""test2"" }","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","return[].getClass().getName() one of { [null], [java.lang.String, java.lang.String] }","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","return.getClass().getName() == java.util.ArrayList.class","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","size(return[]) one of { 1, 2 }","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","this.exceptionContext.getClass().getName() == orig(this.exceptionContext.getClass().getName())","0","1","0"
"org.apache.commons.lang3.exception.ContextedException.getContextValues(java.lang.String):::EXIT","label.toString == orig(label.toString)","0","1","0"
